league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,request_id,request_table,request_url,request_status,request_row_index,game_id,date,home_team_id,away_team_id,home_points,away_points,home_possessions,away_possessions,home_team_abbreviation,away_team_abbreviation,is_playoffs,job_variant,request_scope
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,131,1022300133,2023-07-23,1611661313,1611661325,101,83,78,78,NYL,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,132,1022300134,2023-07-23,1611661322,1611661317,84,69,79,78,WAS,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,133,1022300135,2023-07-25,1611661330,1611661317,78,65,81,80,ATL,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,134,1022300136,2023-07-25,1611661313,1611661328,86,82,81,81,NYL,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,135,1022300137,2023-07-25,1611661329,1611661319,95,107,80,80,CHI,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,136,1022300138,2023-07-25,1611661321,1611661323,83,88,74,76,DAL,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,137,1022300139,2023-07-25,1611661320,1611661325,79,78,77,76,LAS,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,138,1022300140,2023-07-26,1611661324,1611661322,97,92,82,82,MIN,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,139,1022300141,2023-07-27,1611661320,1611661325,81,68,78,76,LAS,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,140,1022300142,2023-07-27,1611661313,1611661330,95,84,82,81,NYL,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,141,1022300038,2023-07-28,1611661313,1611661324,83,88,79,78,NYL,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,142,1022300143,2023-07-28,1611661329,1611661328,74,83,76,76,CHI,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,143,1022300144,2023-07-28,1611661321,1611661322,90,62,79,79,DAL,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,144,1022300145,2023-07-30,1611661323,1611661324,83,87,81,82,CON,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,145,1022300146,2023-07-30,1611661330,1611661322,80,73,83,83,ATL,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,146,1022300147,2023-07-30,1611661325,1611661328,62,85,74,74,IND,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,147,1022300148,2023-07-30,1611661329,1611661317,104,85,78,77,CHI,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,148,1022300150,2023-07-30,1611661320,1611661313,79,87,80,80,LAS,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,149,1022300149,2023-07-30,1611661319,1611661321,104,91,83,84,LVA,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,150,1022300152,2023-08-01,1611661325,1611661317,72,71,79,80,IND,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,151,1022300154,2023-08-01,1611661320,1611661313,69,76,73,74,LAS,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,152,1022300151,2023-08-01,1611661323,1611661324,79,69,76,77,CON,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,153,1022300153,2023-08-01,1611661319,1611661330,93,72,81,81,LVA,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,154,1022300155,2023-08-02,1611661328,1611661321,65,76,82,81,SEA,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,155,1022300156,2023-08-03,1611661317,1611661330,91,71,78,79,PHO,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,156,1022300157,2023-08-04,1611661325,1611661323,72,88,75,75,IND,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,157,1022300158,2023-08-04,1611661322,1611661320,79,77,81,79,WAS,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,158,1022300159,2023-08-04,1611661321,1611661329,89,104,81,81,DAL,CHI,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,159,1022300160,2023-08-04,1611661324,1611661313,66,76,71,72,MIN,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,160,1022300161,2023-08-05,1611661317,1611661328,91,97,80,80,PHO,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,161,1022300163,2023-08-06,1611661313,1611661319,99,61,80,79,NYL,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,162,1022300164,2023-08-06,1611661322,1611661320,83,91,82,80,WAS,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,163,1022300162,2023-08-06,1611661330,1611661325,82,73,75,76,ATL,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,164,1022300165,2023-08-06,1611661321,1611661329,96,104,85,86,DAL,CHI,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,165,1022300166,2023-08-08,1611661328,1611661323,69,81,74,74,SEA,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,166,1022300167,2023-08-08,1611661325,1611661320,80,87,83,83,IND,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,167,1022300168,2023-08-08,1611661329,1611661324,79,88,83,82,CHI,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,168,1022300169,2023-08-08,1611661321,1611661319,84,104,79,81,DAL,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,169,1022300170,2023-08-08,1611661317,1611661322,91,72,77,76,PHO,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,170,1022300171,2023-08-10,1611661325,1611661324,91,73,73,73,IND,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,171,1022300172,2023-08-10,1611661317,1611661323,90,84,79,80,PHO,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,172,1022300173,2023-08-10,1611661328,1611661330,68,67,82,83,SEA,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,173,1022300174,2023-08-11,1611661313,1611661329,89,73,82,82,NYL,CHI,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,174,1022300175,2023-08-11,1611661319,1611661322,113,89,85,86,LVA,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,175,1022300176,2023-08-12,1611661320,1611661330,85,74,80,79,LAS,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,176,1022300177,2023-08-12,1611661321,1611661323,91,81,81,80,DAL,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,177,1022300180,2023-08-13,1611661325,1611661313,89,100,81,80,IND,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,178,1022300179,2023-08-13,1611661328,1611661317,81,71,75,74,SEA,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,179,1022300181,2023-08-13,1611661319,1611661330,86,65,83,82,LVA,ATL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,180,1022300178,2023-08-13,1611661322,1611661329,83,76,78,78,WAS,CHI,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,181,1022300182,2023-08-17,1611661319,1611661313,88,75,78,76,LVA,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,182,1022300183,2023-08-18,1611661323,1611661321,75,95,75,75,CON,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,183,1022300184,2023-08-18,1611661325,1611661322,79,83,78,78,IND,WAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,184,1022300185,2023-08-18,1611661330,1611661329,78,67,75,74,ATL,CHI,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,185,1022300186,2023-08-18,1611661317,1611661313,63,85,80,80,PHO,NYL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,186,1022300187,2023-08-18,1611661328,1611661324,70,78,77,76,SEA,MIN,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,187,1022300188,2023-08-19,1611661319,1611661320,72,78,80,80,LVA,LAS,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,188,1022300189,2023-08-20,1611661322,1611661321,84,97,84,84,WAS,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,189,1022300191,2023-08-20,1611661317,1611661325,73,83,75,75,PHO,IND,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,190,1022300192,2023-08-20,1611661324,1611661328,74,88,78,79,MIN,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,191,1022300193,2023-08-22,1611661330,1611661319,100,112,86,85,ATL,LVA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,192,1022300194,2023-08-22,1611661322,1611661323,64,68,74,74,WAS,CON,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,193,1022300195,2023-08-22,1611661329,1611661328,102,79,79,78,CHI,SEA,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,194,1022300196,2023-08-22,1611661324,1611661321,91,86,81,79,MIN,DAL,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,195,1022300197,2023-08-23,1611661320,1611661317,91,62,72,71,LAS,PHO,False,season_team_catalog,season
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2023,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2023__24e10791,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2023,200,196,1022300198,2023-08-24,1611661323,1611661313,90,95,84,83,CON,NYL,False,season_team_catalog,season
