player_name,player_id,player_id_source,pbpstats_player_id,espn_wehoop_player_id,espn_athlete_id,team_2026,team_2026_abbr,parquet_team_display_name,parquet_team_abbreviation,position_abbreviation,position,position_full,height_raw_source,height_inches,height_ft_in,age_2026,player_college,player_country,date_of_birth,parquet_status_name,parquet_status_type,bio_match_method,age_match_method,parquet_name_match_flag,raw_position_name_match_flag,wbb_box_name_match_flag,player_bios_2025_age_match_flag,raw_age_name_match_flag,parquet_match_method,parquet_team_crosscheck_flag,synthetic_id_flag,team_changed_from_bio_flag,missing_age_flag,missing_height_flag,missing_position_flag,name_alias_flag,notes
Ashley Owusu,player:ashley_owusu__new_york_liberty,synthetic_name,,,,New York Liberty,NYL,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Betnijah Laney-Hamilton,204335,team_roster_history,204335,,2593770,New York Liberty,NYL,New York Liberty,NY,G,Guard,Guard,"6' 0""",72,"6'0""",32,,,1993-10-29T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,True,parquet_name_exact_match; historical_name_alias_for_player_id
Breanna Stewart,1627668,team_roster_history,1627668,,2998928,New York Liberty,NYL,New York Liberty,NY,F,Forward,Forward,"6' 4""",76,"6'4""",31,,,1994-08-27T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Derin Erdogan,player:derin_erdogan__new_york_liberty,synthetic_name,,,,New York Liberty,NYL,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
DiDi Richards,1630459,team_roster_history,1630459,,,New York Liberty,NYL,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,False,False,True,True,True,False,missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Emma Meesseman,203416,team_roster_history,203416,,,New York Liberty,NYL,,,F,Forward,Forward,6-4,76,"6'4""",33,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Han Xu,1629566,team_roster_history,1629566,,4337216,New York Liberty,NYL,New York Liberty,NY,C,Center,Center,"6' 11""",83,"6'11""",26,,,1999-10-31T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Jonquel Jones,1627673,team_roster_history,1627673,,2999101,New York Liberty,NYL,New York Liberty,NY,C,Center,Center,"6' 6""",78,"6'6""",32,,,1994-01-05T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Leonie Fiebich,1630142,team_roster_history,1630142,,4683006,New York Liberty,NYL,New York Liberty,NY,F,Forward,Forward,"6' 4""",76,"6'4""",26,,,2000-01-10T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Marine Johannès,1629546,team_roster_history,1629546,,4038379,New York Liberty,NYL,New York Liberty,NY,G,Guard,Guard,"5' 10""",70,"5'10""",31,,,1995-01-21T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Natasha Cloud,204333,team_roster_history,204333,,2529137,New York Liberty,NYL,Chicago Sky,CHI,G,Guard,Guard,"5' 10""",70,"5'10""",34,,,1992-02-22T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,False,True,False,False,False,False,parquet_name_exact_match; parquet_team_differs_from_master_team
Ny'Ceara Pryor,player:ny_ceara_pryor__new_york_liberty,synthetic_name,,,,New York Liberty,NYL,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Pauline Astier,player:pauline_astier__new_york_liberty,synthetic_name,,,5345320,New York Liberty,NYL,New York Liberty,NY,G,Guard,Guard,"5' 11""",71,"5'11""",24,,,2002-02-15T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Raquel Carrera,player:raquel_carrera__new_york_liberty,synthetic_name,,,4790258,New York Liberty,NYL,New York Liberty,NY,F,Forward,Forward,"6' 3""",75,"6'3""",24,,,2001-10-31T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Rebecca Allen,204296,team_roster_history,204296,,3102133,New York Liberty,NYL,New York Liberty,NY,G,Guard,Guard,"6' 2""",74,"6'2""",33,,,1992-11-06T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Rebekah Gardner,203822,team_roster_history,203822,,2327695,New York Liberty,NYL,New York Liberty,NY,G,Guard,Guard,"6' 1""",73,"6'1""",35,,,1990-07-09T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Sabrina Ionescu,1629477,team_roster_history,1629477,,4066533,New York Liberty,NYL,New York Liberty,NY,G,Guard,Guard,"5' 11""",71,"5'11""",28,,,1997-12-06T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Satou Sabally,1630149,team_roster_history,1630149,,4281929,New York Liberty,NYL,New York Liberty,NY,F,Forward,Forward,"6' 4""",76,"6'4""",28,,,1998-04-25T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Seehia Ridard,player:seehia_ridard__new_york_liberty,synthetic_name,,,,New York Liberty,NYL,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Ugonne Onyiah,player:ugonne_onyiah__new_york_liberty,synthetic_name,,,,New York Liberty,NYL,,,F,Forward,Forward,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Alyssa Thomas,203826,team_roster_history,203826,,2529140,Phoenix Mercury,PHX,Phoenix Mercury,PHX,F,Forward,Forward,"6' 2""",74,"6'2""",34,,,1992-04-12T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Ashten Prechtel,player:ashten_prechtel__phoenix_mercury,synthetic_name,,,4433634,Phoenix Mercury,PHX,Golden State Valkyries,GS,F,Forward,Forward,"6' 5""",77,"6'5""",24,,,2001-05-11T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,True,True,False,False,False,False,synthetic_framework_id; parquet_name_exact_match; parquet_team_differs_from_master_team
DeWanna Bonner,201886,team_roster_history,201886,,869,Phoenix Mercury,PHX,Phoenix Mercury,PHX,F,Forward,Forward,"6' 4""",76,"6'4""",38,,,1987-08-21T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Helena Pueyo,player:helena_pueyo__phoenix_mercury,synthetic_name,,,,Phoenix Mercury,PHX,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Jillian Alleyne,player:jillian_alleyne__phoenix_mercury,synthetic_name,,,,Phoenix Mercury,PHX,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Jovana Nogic,player:jovana_nogic__phoenix_mercury,synthetic_name,,,3906769,Phoenix Mercury,PHX,Phoenix Mercury,PHX,G,Guard,Guard,"6' 1""",73,"6'1""",28,,,1997-12-17T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Julia Ayrault,player:julia_ayrault__phoenix_mercury,synthetic_name,,,,Phoenix Mercury,PHX,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Kahleah Copper,1627674,team_roster_history,1627674,,2998938,Phoenix Mercury,PHX,Phoenix Mercury,PHX,G,Guard,Guard,"6' 1""",73,"6'1""",31,,,1994-08-28T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Kalani Brown,1629480,team_roster_history,1629480,,,Phoenix Mercury,PHX,,,C,Center,Center,6-7,79,"6'7""",30,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Kara Dunn,player:kara_dunn__phoenix_mercury,synthetic_name,,,,Phoenix Mercury,PHX,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Kathryn Westbeld,1628957,team_roster_history,1628957,,,Phoenix Mercury,PHX,,,F,Forward,Forward,6-3,75,"6'3""",31,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Kiana Williams,1630461,team_roster_history,1630461,,4282168,Phoenix Mercury,PHX,Phoenix Mercury,PHX,G,Guard,Guard,"5' 7""",67,"5'7""",27,,,1999-04-09T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Klara Lundquist,player:klara_lundquist__phoenix_mercury,synthetic_name,,,,Phoenix Mercury,PHX,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Kyara Linskens,1642768,team_roster_history,1642768,,4873359,Phoenix Mercury,PHX,Phoenix Mercury,PHX,C,Center,Center,"6' 4""",76,"6'4""",29,,,1996-11-13T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Lauren Jensen,player:lauren_jensen__phoenix_mercury,synthetic_name,,,,Phoenix Mercury,PHX,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Lee Seul Kang,player:lee_seul_kang__phoenix_mercury,synthetic_name,,,,Phoenix Mercury,PHX,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Monique Akoa Makani,1642777,team_roster_history,1642777,,5274110,Phoenix Mercury,PHX,Phoenix Mercury,PHX,G,Guard,Guard,"5' 11""",71,"5'11""",25,,,2001-02-04T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Morgan Maly,player:morgan_maly__phoenix_mercury,synthetic_name,,,,Phoenix Mercury,PHX,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Natasha Mack,1630442,team_roster_history,1630442,,4068042,Phoenix Mercury,PHX,Phoenix Mercury,PHX,F,Forward,Forward,"6' 4""",76,"6'4""",28,,,1997-11-03T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Noemie Brochant,player:noemie_brochant__phoenix_mercury,synthetic_name,,,5345524,Phoenix Mercury,PHX,Phoenix Mercury,PHX,F,Forward,Forward,"5' 11""",71,"5'11""",26,,,1999-10-25T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Quionche Carter,player:quionche_carter__phoenix_mercury,synthetic_name,,,,Phoenix Mercury,PHX,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Sami Whitcomb,1628244,team_roster_history,1628244,,887,Phoenix Mercury,PHX,Phoenix Mercury,PHX,G,Guard,Guard,"5' 10""",70,"5'10""",37,,,1988-07-20T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Shay Ciezki,player:shay_ciezki__phoenix_mercury,synthetic_name,,,4688629,Phoenix Mercury,PHX,Phoenix Mercury,PHX,G,Guard,Guard,"5' 7""",67,"5'7""",22,,,2003-11-26T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Valériane Ayayi,player:val_riane_ayayi__phoenix_mercury,synthetic_name,,,3919496,Phoenix Mercury,PHX,Phoenix Mercury,PHX,F,Forward,Forward,"6' 1""",73,"6'1""",32,,,1994-04-29T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Bridget Carleton,1629524,team_roster_history,1629524,,3906972,Portland Fire,POR,Portland Fire,POR,F,Forward,Forward,"6' 2""",74,"6'2""",28,,,1997-05-22T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Carla Leite,1642304,team_roster_history,1642304,,5208982,Portland Fire,POR,Portland Fire,POR,G,Guard,Guard,"5' 9""",69,"5'9""",22,,,2004-04-16T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Chloe Bibby,1631064,team_roster_history,1631064,,,Portland Fire,POR,,,F,Forward,Forward,6-2,74,"6'2""",28,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Emily Engstler,1631083,team_roster_history,1631083,,4398729,Portland Fire,POR,Portland Fire,POR,F,Forward,Forward,"6' 1""",73,"6'1""",26,,,2000-05-01T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Haley Jones,1641650,team_roster_history,1641650,,4595910,Portland Fire,POR,Portland Fire,POR,G,Guard,Guard,"6' 1""",73,"6'1""",24,,,2001-05-23T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Jordan Harrison,player:jordan_harrison__portland_fire,synthetic_name,,,,Portland Fire,POR,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Kamiah Smalls,1630154,team_roster_history,1630154,,4068346,Portland Fire,POR,Portland Fire,POR,F,Forward,Forward,"5' 10""",70,"5'10""",28,,,1998-04-17T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Karlie Samuelson,1628317,team_roster_history,1628317,,3056730,Portland Fire,POR,Portland Fire,POR,G,Guard,Guard,"6' 0""",72,"6'0""",31,,,1995-05-10T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Luisa Geiselsöder,1630143,team_roster_history,1630143,,4682797,Portland Fire,POR,Portland Fire,POR,C,Center,Center,"6' 4""",76,"6'4""",26,,,2000-02-10T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Maya Caldwell,1630471,team_roster_history,1630471,,4280850,Portland Fire,POR,Minnesota Lynx,MIN,G,Guard,Guard,"5' 11""",71,"5'11""",27,,,1998-12-15T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,False,True,False,False,False,False,parquet_name_exact_match; parquet_team_differs_from_master_team
Megan Gustafson,1629484,team_roster_history,1629484,,3934218,Portland Fire,POR,Portland Fire,POR,C,Center,Center,"6' 4""",76,"6'4""",29,,,1996-12-13T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Nika Muhl,player:nika_muhl__portland_fire,synthetic_name,,,,Portland Fire,POR,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Nyadiew Puoch,player:nyadiew_puoch__portland_fire,synthetic_name,,,5209202,Portland Fire,POR,Portland Fire,POR,F,Forward,Forward,"6' 3""",75,"6'3""",21,,,2004-06-23T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Peyton Williams,player:peyton_williams__portland_fire,synthetic_name,,,,Portland Fire,POR,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Sarah Ashlee Barker,1642782,team_roster_history,1642782,,4703794,Portland Fire,POR,Portland Fire,POR,G,Guard,Guard,"6' 0""",72,"6'0""",24,,,2001-09-10T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Serah Williams,player:serah_williams__portland_fire,synthetic_name,,,5108550,Portland Fire,POR,Portland Fire,POR,C,Center,Center,"6' 4""",76,"6'4""",22,,,2004-01-17T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Sug Sutton,1630134,team_roster_history,1630134,,4068159,Portland Fire,POR,Portland Fire,POR,G,Guard,Guard,"5' 8""",68,"5'8""",27,,,1998-12-17T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Teja Oblak,player:teja_oblak__portland_fire,synthetic_name,,,5346554,Portland Fire,POR,Portland Fire,POR,G,Guard,Guard,"5' 8""",68,"5'8""",35,,,1990-12-20T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Awa Fam,player:awa_fam__seattle_storm,synthetic_name,,,5345325,Seattle Storm,SEA,Seattle Storm,SEA,C,Center,Center,"6' 4""",76,"6'4""",19,,,2006-06-17T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Beatrice Mompremier,player:beatrice_mompremier__seattle_storm,synthetic_name,,,,Seattle Storm,SEA,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Dominique Malonga,1642798,team_roster_history,1642798,,5220150,Seattle Storm,SEA,Seattle Storm,SEA,C,Center,Center,"6' 6""",78,"6'6""",20,,,2005-11-16T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Elle Ladine,player:elle_ladine__seattle_storm,synthetic_name,,,,Seattle Storm,SEA,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Ezi Magbegor,1629496,team_roster_history,1629496,,4420318,Seattle Storm,SEA,Seattle Storm,SEA,F,Forward,Forward,"6' 4""",76,"6'4""",26,,,1999-08-13T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Flau'jae Johnson,player:flau_jae_johnson__seattle_storm,synthetic_name,,,4698736,Seattle Storm,SEA,Seattle Storm,SEA,G,Guard,Guard,"5' 10""",70,"5'10""",22,,,2003-11-03T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Grace VanSlooten,player:grace_vanslooten__seattle_storm,synthetic_name,,,5105731,Seattle Storm,SEA,Seattle Storm,SEA,F,Forward,Forward,"6' 3""",75,"6'3""",21,,,2004-06-16T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Jade Melbourne,1631141,team_roster_history,1631141,,5017726,Seattle Storm,SEA,Seattle Storm,SEA,G,Guard,Guard,"5' 10""",70,"5'10""",23,,,2002-08-18T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Jaelyn Brown,1642240,team_roster_history,1642240,,,Seattle Storm,SEA,,,"G, F",Guard-Forward,Guard-Forward,6-1,73,"6'1""",28,,,,,,raw_pos_name_exact,player_bios_2025_id_exact,False,True,False,True,False,unmatched,False,False,False,False,False,False,False,raw_position_name_exact_match; age_filled_from_player_bios_2025_id_exact
Jalyn Brown,player:jalyn_brown__seattle_storm,synthetic_name,,,,Seattle Storm,SEA,,,G,Guard,Guard,,,,,,,,,,wbb_box_name_exact,unmatched,False,False,True,False,False,unmatched,False,True,False,True,True,False,False,synthetic_framework_id; wbb_box_name_exact_match; missing_age_after_local_backfill; missing_height_after_local_backfill
Jordan Horston,1641651,team_roster_history,1641651,,4432830,Seattle Storm,SEA,Seattle Storm,SEA,F,Forward,Forward,"6' 2""",74,"6'2""",24,,,2001-05-21T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Katie Lou Samuelson,1629478,team_roster_history,1629478,,3917453,Seattle Storm,SEA,Seattle Storm,SEA,F,Forward,Forward,"6' 3""",75,"6'3""",28,,,1997-06-13T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Lexie Brown,1628882,team_roster_history,1628882,,3058892,Seattle Storm,SEA,Seattle Storm,SEA,G,Guard,Guard,"5' 9""",69,"5'9""",31,,,1994-10-27T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Mackenzie Holmes,1642307,team_roster_history,1642307,,4433643,Seattle Storm,SEA,Seattle Storm,SEA,F,Forward,Forward,"6' 3""",75,"6'3""",25,,,2000-11-01T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Natisha Hiedeman,1629567,team_roster_history,1629567,,3906753,Seattle Storm,SEA,Seattle Storm,SEA,G,Guard,Guard,"5' 8""",68,"5'8""",29,,,1997-02-10T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Rennia Davis,player:rennia_davis__seattle_storm,synthetic_name,,,,Seattle Storm,SEA,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Stefanie Dolson,203828,team_roster_history,203828,,2529183,Seattle Storm,SEA,Seattle Storm,SEA,C,Center,Center,"6' 5""",77,"6'5""",34,,,1992-01-08T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Taina Mair,player:taina_mair__seattle_storm,synthetic_name,,,5106222,Seattle Storm,SEA,Seattle Storm,SEA,G,Guard,Guard,"5' 9""",69,"5'9""",22,,,2003-11-20T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,True,False,False,False,False,False,synthetic_framework_id; parquet_name_exact_match
Zia Cooke,1641660,team_roster_history,1641660,,4432832,Seattle Storm,SEA,Seattle Storm,SEA,G,Guard,Guard,"5' 9""",69,"5'9""",25,,,2001-01-09T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Aaliyah Nye,1642801,team_roster_history,1642801,,4597509,Toronto Tempo,TOR,Atlanta Dream,ATL,G,Guard,Guard,"6' 0""",72,"6'0""",23,,,2002-08-14T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,True,False,True,False,False,False,False,parquet_name_exact_match; parquet_team_differs_from_master_team
Brittney Sykes,1628279,team_roster_history,1628279,,2988756,Toronto Tempo,TOR,Toronto Tempo,TOR,G,Guard,Guard,"5' 11""",71,"5'11""",32,,,1994-02-07T08:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
Dara Mabrey,player:dara_mabrey__toronto_tempo,synthetic_name,,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Elizabeth Balogun,player:elizabeth_balogun__toronto_tempo,synthetic_name,,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,unmatched,False,False,False,False,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_local_backfill; missing_height_after_local_backfill; missing_position_after_local_backfill
Isabelle Harrison,204330,team_roster_history,204330,,2566453,Toronto Tempo,TOR,Toronto Tempo,TOR,F,Forward,Forward,"6' 5""",77,"6'5""",32,,,1993-09-27T07:00Z,Active,active,parquet_name_exact,parquet_age,True,False,False,False,False,name_exact,False,False,False,False,False,False,False,parquet_name_exact_match
